no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
2,0,2,2,0,158,7,24,0,0,0,89,2018,0,Room_Type 1,Online,Not Selected,Canceled
3,0,1,0,0,60,7,25,0,0,0,138,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,4,0,70,11,4,0,0,0,120,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,76,5,12,0,0,0,140,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,270,4,20,0,0,0,63,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,1,0,24,9,26,0,0,0,107,2018,0,Room_Type 1,Online,Not Selected,Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,35,10,28,0,0,0,129,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,3,0,40,12,22,0,0,0,135,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,149,8,26,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,1,0,282,10,10,0,0,0,77,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,3,0,74,12,22,0,0,0,126,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,2,2,2,0,25,1,1,0,0,0,178,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,1,0,1,0,21,6,23,0,0,0,119,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,4,0,259,12,28,0,0,0,131,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,38,10,13,0,0,0,80,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,4,0,190,6,22,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,2,1,0,197,10,29,0,0,0,129,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,7,0,96,9,1,0,0,0,77,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,80,7,20,0,0,0,105,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,320,8,18,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,0,0,13,3,20,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,18,9,15,0,0,0,174,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,3,9,23,0,0,0,106,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,2,0,69,4,27,0,0,0,105,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,100,10,16,0,0,0,108,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,2,0,117,4,29,0,0,0,100,2018,0,Room_Type 5,Online,Meal Plan 1,Canceled
2,0,0,4,0,15,8,18,0,0,0,75,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,61,10,26,0,0,0,72,2017,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,102,10,16,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,0,0,137,4,17,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,3,0,210,10,8,0,0,0,86,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,2,0,309,5,13,0,0,0,65,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,101,7,11,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,81,9,8,0,0,0,149,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,5,0,130,6,28,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,8,10,29,0,0,0,127,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,2,0,17,2,19,0,0,0,66,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,143,8,14,0,0,0,114,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,56,9,17,0,0,0,82,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,3,5,20,0,0,0,156,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,204,5,5,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,4,0,143,5,2,0,0,0,64,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,2,2,0,16,1,9,0,0,0,61,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,2,1,0,7,4,9,0,0,0,134,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,0,3,0,8,4,21,0,0,0,220,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,1,1,0,45,6,18,0,0,0,109,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,0,0,275,4,17,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,2,1,0,36,8,28,0,0,0,68,2018,2,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
0,2,0,2,0,12,12,24,0,0,0,77,2017,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,9,2,14,0,0,0,87,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,292,7,21,0,0,0,109,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,0,3,0,14,1,21,0,0,0,79,2018,0,Room_Type 2,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,118,6,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,2,1,0,59,12,24,0,0,0,139,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,5,0,9,4,12,0,0,0,144,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,1,0,89,12,10,0,0,0,104,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,21,10,7,0,0,0,117,2017,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,3,8,5,0,0,0,166,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,73,4,26,0,0,0,77,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,193,7,9,0,0,0,77,2018,1,Room_Type 2,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,183,10,11,0,0,0,98,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,2,0,206,8,12,0,0,0,81,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,3,0,142,5,23,0,0,0,113,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,1,2,19,0,0,0,80,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,2,0,66,9,5,0,0,0,102,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,2,5,0,19,2,19,0,0,0,130,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,3,5,0,160,7,25,0,0,0,72,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,1,0,0,63,8,8,0,0,0,168,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,2,0,377,10,14,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
3,0,4,6,0,95,7,30,0,0,0,150,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,1,1,4,0,24,12,5,0,0,0,78,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,15,10,7,0,0,0,170,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,103,4,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,2,0,0,3,1,1,1,4,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,0,167,8,6,0,0,0,105,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,1,3,0,45,9,12,0,0,0,163,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,1,6,2,0,0,0,110,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,4,0,123,9,18,0,0,0,115,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,56,11,25,0,0,0,94,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,2,5,0,110,6,13,0,0,0,150,2018,4,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,118,6,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,8,10,25,0,0,0,83,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,1,0,54,10,29,0,0,0,89,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,3,0,39,11,7,0,0,0,148,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,1,0,11,8,20,0,0,0,141,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,158,7,2,0,0,0,83,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,2,0,103,4,19,0,0,0,115,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,2,0,4,0,1,12,30,0,0,0,206,2017,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,13,5,8,0,0,0,99,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
3,0,1,1,0,195,8,6,0,0,0,138,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,1,0,10,1,15,0,0,0,73,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,1,0,63,4,2,0,0,0,126,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,168,5,21,0,0,0,145,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,13,1,16,0,0,0,75,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,1,0,20,9,18,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,0,0,139,6,13,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,131,4,16,0,0,0,83,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,78,3,25,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,2,0,264,10,28,0,0,0,96,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,2,2,1,1,33,9,3,0,0,0,191,2018,0,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,1,0,1,2,6,6,0,0,0,0,2018,1,Room_Type 7,Complementary,Meal Plan 1,Not_Canceled
1,0,0,3,0,58,1,27,0,0,0,81,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,2,2,0,107,5,8,0,0,0,89,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,21,11,16,0,0,0,74,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,1,6,2,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,4,0,94,11,13,0,0,0,66,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,3,0,236,9,22,0,0,0,159,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,1,0,20,12,27,0,0,0,58,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,7,4,13,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,112,6,2,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
3,0,0,3,0,160,7,14,0,0,0,138,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,4,0,55,8,30,0,0,0,110,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,240,6,9,0,0,0,106,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,2,1,0,134,10,15,0,0,0,135,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,1,6,26,0,0,0,138,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,213,6,7,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,4,0,148,12,30,0,0,0,67,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,211,5,20,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,1,8,19,0,0,0,106,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,5,14,0,14,1,20,0,0,0,80,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,65,9,9,0,0,0,149,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,124,10,9,0,0,0,119,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,77,9,16,0,0,0,149,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,1,1,2,0,35,3,25,0,0,0,76,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,220,9,28,0,0,0,127,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,49,12,1,0,0,0,75,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,2,0,56,6,20,0,0,0,95,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,2,1,0,202,10,22,0,0,0,129,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,22,10,13,0,0,0,75,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,4,0,200,8,26,0,0,0,84,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,1,0,72,5,1,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,5,0,101,4,12,0,0,0,54,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,4,0,88,10,22,0,0,0,106,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,3,0,53,10,4,0,0,0,119,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,35,10,17,0,0,0,105,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,4,0,89,11,30,0,0,0,53,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,50,10,30,0,0,0,162,2018,1,Room_Type 4,Online,Meal Plan 2,Canceled
2,0,1,4,0,290,10,24,0,0,0,91,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,1,1,0,7,4,16,0,0,0,143,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,112,5,27,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,1,3,0,69,11,7,0,0,0,173,2018,1,Room_Type 1,Online,Not Selected,Canceled
1,0,2,1,0,103,7,18,0,0,0,73,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
3,0,2,2,0,56,9,25,0,0,0,185,2017,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,168,4,22,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,1,0,74,7,9,0,0,0,128,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,4,0,69,12,30,0,0,0,111,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,16,8,29,0,0,0,90,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,1,2,0,98,7,15,0,0,0,122,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,1,2,0,47,4,15,0,0,0,173,2018,2,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,77,4,17,0,0,0,147,2018,1,Room_Type 4,Online,Meal Plan 2,Canceled
2,0,2,3,0,59,9,2,0,0,0,121,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,5,0,21,7,5,0,0,0,139,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,2,0,33,6,27,0,0,0,112,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,45,3,17,0,0,0,104,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,99,2,19,0,0,0,81,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,0,1,1,8,1,27,0,0,0,102,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,190,6,8,0,0,0,91,2018,2,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,63,12,13,0,0,0,94,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,2,5,0,144,8,12,0,0,0,141,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,53,10,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,95,11,20,0,0,0,85,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,184,8,17,0,0,0,164,2018,2,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,1,3,0,34,3,24,0,0,0,114,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,1,2,0,57,11,11,0,0,0,130,2018,2,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,2,1,0,130,8,1,0,0,0,77,2017,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,76,3,18,0,0,0,77,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,2,0,169,4,22,0,0,0,106,2018,0,Room_Type 1,Offline,Meal Plan 2,Canceled
1,0,0,1,0,361,11,4,1,1,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,5,9,19,0,0,0,141,2017,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,11,11,10,0,0,0,140,2018,1,Room_Type 1,Online,Not Selected,Canceled
3,0,2,5,0,88,12,17,0,0,0,119,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,3,9,19,0,0,0,120,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,1,1,2,0,187,8,12,0,0,0,122,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,245,6,17,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,2,4,0,69,6,12,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,0,2,0,8,9,8,0,0,0,81,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,257,7,1,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Canceled
1,0,1,1,0,100,4,18,0,0,0,92,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,0,0,146,4,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,1,0,0,5,3,6,0,0,0,97,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,5,2,24,0,0,0,72,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,41,8,20,0,0,0,140,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,66,10,25,0,0,0,99,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,256,6,15,0,0,0,115,2018,1,Room_Type 1,Offline,Meal Plan 2,Canceled
2,0,1,2,0,57,6,10,0,0,0,91,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,87,12,16,0,0,0,94,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,107,8,12,0,0,0,77,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,40,10,28,0,0,0,75,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,2,4,0,69,6,12,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
2,0,1,2,0,57,6,10,0,0,0,91,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,1,0,34,9,17,0,0,0,208,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,1,41,12,20,1,1,11,88,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,0,0,53,2,28,0,0,0,96,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,3,0,67,3,10,0,0,0,76,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,2,2,0,204,10,18,0,0,0,137,2017,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,1,1,77,6,18,0,0,0,125,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,110,7,25,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,51,7,6,0,0,0,107,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,1,0,1,0,0,3,31,0,0,0,138,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,7,0,57,4,21,0,0,0,115,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,28,6,13,0,0,0,94,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,2,1,0,116,8,6,0,0,0,97,2018,0,Room_Type 4,Offline,Meal Plan 1,Canceled
2,1,0,3,0,4,12,28,0,0,0,147,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,2,3,0,56,4,24,0,0,0,115,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,8,11,7,0,0,0,82,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,0,3,0,14,5,12,0,0,0,186,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,275,6,4,0,0,0,63,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,3,10,1,0,0,0,0,2017,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,3,0,70,2,11,0,0,0,78,2018,1,Room_Type 1,Online,Not Selected,Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,0,2,2,0,64,3,5,0,0,0,72,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,0,0,13,8,1,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,2,2,0,123,6,17,0,0,0,135,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,1,2,0,89,7,25,0,0,0,138,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,3,0,1,9,3,0,0,0,121,2017,1,Room_Type 4,Online,Not Selected,Not_Canceled
2,0,1,3,0,9,10,17,0,0,0,155,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,20,9,29,0,0,0,137,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,1,8,9,0,0,0,98,2017,0,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,0,0,6,9,27,0,0,0,206,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,3,0,5,11,13,0,0,0,84,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,2,0,215,12,30,0,0,0,94,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,73,7,13,0,0,0,77,2017,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,301,11,18,0,0,0,52,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
0,2,0,1,0,193,7,15,0,0,0,87,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,1,3,0,184,10,17,0,0,0,129,2018,2,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,2,0,60,2,5,0,0,0,78,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,15,12,4,0,0,0,105,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,30,10,17,0,0,0,82,2017,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,3,0,192,9,25,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,1,1,4,0,69,5,9,0,0,0,135,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,12,8,25,0,0,0,12,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,179,7,17,0,0,0,86,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,1,0,0,31,4,24,0,0,0,95,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,5,0,107,12,21,0,0,0,77,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,4,0,146,10,19,0,0,0,167,2018,2,Room_Type 4,Online,Meal Plan 2,Not_Canceled
2,0,0,3,0,213,6,7,0,0,0,130,2018,0,Room_Type 1,Offline,Meal Plan 1,Canceled
1,0,0,1,0,37,11,12,0,0,0,68,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,113,5,31,0,0,0,100,2018,0,Room_Type 1,Corporate,Meal Plan 1,Canceled
2,1,1,4,0,90,12,26,0,0,0,89,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,0,2,0,8,8,11,0,0,0,139,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,3,7,0,3,9,26,1,4,46,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
